"feature_id","gene_symbol","ensembl_gene","custom_annotation"
"chr15:83445687-83446466","SH3GL3","ENSG00000140600","Promoter (<=1kb)"
"chr15:84079435-84081088",NA,"ENSG00000259609","Promoter (<=1kb)"
"chr15:84749585-84749842","ZNF592","ENSG00000166716","Promoter (<=1kb)"
"chr15:85379796-85380031","AKAP13","ENSG00000170776","Promoter (<=1kb)"
"chr15:85579995-85580315",NA,"ENSG00000259375","Promoter (<=1kb)"
"chr15:88610706-88611271","MIR7-2","ENSG00000207703","Promoter (<=1kb)"
"chr15:89038137-89038808",NA,"ENSG00000260275","Promoter (<=1kb)"
"chr15:89358403-89358646",NA,"ENSG00000279708","Promoter (<=1kb)"
"chr15:90234664-90234864","GDPGP1","ENSG00000183208","Promoter (<=1kb)"
"chr15:91031904-91032790",NA,"ENSG00000258665","Promoter (<=1kb)"
"chr15:98649245-98649500","IGF1R","ENSG00000140443","Promoter (<=1kb)"
"chr16:10744366-10744746","NUBP1","ENSG00000103274","Promoter (<=1kb)"
"chr16:11161205-11163300",NA,"ENSG00000287121","Promoter (<=1kb)"
"chr16:11667722-11668534","SNN","ENSG00000184602","Promoter (<=1kb)"
"chr16:1240463-1241843","TPSAB1","ENSG00000172236","Promoter (<=1kb)"
"chr16:14901376-14902243",NA,"ENSG00000257264","Promoter (<=1kb)"
"chr16:152283-155109","HBM","ENSG00000206177","Promoter (<=1kb)"
"chr16:168796-169739","HBAP1","ENSG00000225323","Promoter (<=1kb)"
"chr16:18570130-18571873","ABCC6P1","ENSG00000256340","Promoter (<=1kb)"
"chr16:20579696-20580875",NA,"ENSG00000260201","Promoter (<=1kb)"
"chr16:22296761-22297066","POLR3E","ENSG00000058600","Promoter (<=1kb)"
"chr16:24255372-24256872","CACNG3","ENSG00000006116","Promoter (<=1kb)"
"chr16:2516490-2516690",NA,"ENSG00000279520","Promoter (<=1kb)"
"chr16:2576645-2577603",NA,"ENSG00000279568","Promoter (<=1kb)"
"chr16:26301359-26302152",NA,"ENSG00000231876","Promoter (<=1kb)"
"chr16:27067001-27067974",NA,"ENSG00000261482","Promoter (<=1kb)"
"chr16:2798039-2800246","PRSS41","ENSG00000215148","Promoter (<=1kb)"
"chr16:28553764-28555055","SGF29","ENSG00000176476","Promoter (<=1kb)"
"chr16:28878227-28878556","ATP2A1","ENSG00000196296","Promoter (<=1kb)"
"chr16:28967216-28967757",NA,"ENSG00000260853","Promoter (<=1kb)"
"chr16:2906185-2906385",NA,"ENSG00000289222","Promoter (<=1kb)"
"chr16:2911400-2911683","FLYWCH1","ENSG00000059122","Promoter (<=1kb)"
"chr16:29791454-29791825","KIF22","ENSG00000079616","Promoter (<=1kb)"
"chr16:29973074-29973417","TAOK2","ENSG00000149930","Promoter (<=1kb)"
"chr16:3004738-3004992",NA,"ENSG00000262362","Promoter (<=1kb)"
"chr16:30063602-30065788","ALDOA","ENSG00000149925","Promoter (<=1kb)"
"chr16:30074654-30076854","PPP4C","ENSG00000149923","Promoter (<=1kb)"
"chr16:30377372-30378109","ZNF48","ENSG00000180035","Promoter (<=1kb)"
"chr16:30498524-30499685",NA,"ENSG00000261332","Promoter (<=1kb)"
"chr16:3064784-3066969","IL32","ENSG00000008517","Promoter (<=1kb)"
"chr16:30657872-30658496","FBRS","ENSG00000156860","Promoter (<=1kb)"
"chr16:30957827-30958758","SETD1A","ENSG00000099381","Promoter (<=1kb)"
"chr16:3263624-3263884","LINC00921","ENSG00000281005","Promoter (<=1kb)"
"chr16:3499789-3501616","CLUAP1","ENSG00000103351","Promoter (<=1kb)"
"chr16:35362677-35363772","LINC01566","ENSG00000259841","Promoter (<=1kb)"
"chr16:35364087-35364938","LINC01566","ENSG00000259841","Promoter (<=1kb)"
"chr16:3542653-3543297",NA,"ENSG00000262312","Promoter (<=1kb)"
"chr16:35754335-35755231","RNA5SP421","ENSG00000252673","Promoter (<=1kb)"
"chr16:35911828-35912618","PPP1R1AP2","ENSG00000261084","Promoter (<=1kb)"
"chr16:4371379-4373174","VASN","ENSG00000168140","Promoter (<=1kb)"
"chr16:4638716-4641672",NA,"ENSG00000261442","Promoter (<=1kb)"
"chr16:50024657-50024915","CNEP1R1","ENSG00000205423","Promoter (<=1kb)"
"chr16:50058238-50059409","ACTG1P16","ENSG00000260298","Promoter (<=1kb)"
"chr16:51268005-51268721",NA,"ENSG00000287256","Promoter (<=1kb)"
"chr16:51277784-51278748","UNGP1","ENSG00000260818","Promoter (<=1kb)"
"chr16:55759993-55761297","CES1P1","ENSG00000228695","Promoter (<=1kb)"
"chr16:55761342-55762069","CES1P1","ENSG00000228695","Promoter (<=1kb)"
"chr16:56299166-56299586",NA,"ENSG00000287866","Promoter (<=1kb)"
"chr16:56608286-56608731","MT2A","ENSG00000125148","Promoter (<=1kb)"
"chr16:56931261-56931835","HERPUD1","ENSG00000051108","Promoter (<=1kb)"
"chr16:56931857-56933273","HERPUD1","ENSG00000051108","Promoter (<=1kb)"
"chr16:56960485-56961149","CETP","ENSG00000087237","Promoter (<=1kb)"
"chr16:57357700-57358982","CCL22","ENSG00000102962","Promoter (<=1kb)"
"chr16:57404982-57405455","CCL17","ENSG00000102970","Promoter (<=1kb)"
"chr16:58024550-58025308","MMP15","ENSG00000102996","Promoter (<=1kb)"
"chr16:58514924-58516748",NA,"ENSG00000289004","Promoter (<=1kb)"
"chr16:63703027-63703830",NA,"ENSG00000259864","Promoter (<=1kb)"
"chr16:6573244-6574372",NA,"ENSG00000260835","Promoter (<=1kb)"
"chr16:66988106-66989214","CES4A","ENSG00000172824","Promoter (<=1kb)"
"chr16:67009057-67009581",NA,"ENSG00000280334","Promoter (<=1kb)"
"chr16:67277203-67278293","PLEKHG4","ENSG00000196155","Promoter (<=1kb)"
"chr16:67481983-67482215","ATP6V0D1-DT","ENSG00000270049","Promoter (<=1kb)"
"chr16:67644534-67646068","CARMIL2","ENSG00000159753","Promoter (<=1kb)"
"chr16:68244416-68246050","PLA2G15","ENSG00000103066","Promoter (<=1kb)"
"chr16:68843157-68843408","TANGO6","ENSG00000103047","Promoter (<=1kb)"
"chr16:68843427-68844465","TANGO6","ENSG00000103047","Promoter (<=1kb)"
"chr16:69563959-69564582","NFAT5","ENSG00000102908","Promoter (<=1kb)"
"chr16:70289739-70290031","DDX19B","ENSG00000157349","Promoter (<=1kb)"
"chr16:70523696-70524908","SF3B3","ENSG00000189091","Promoter (<=1kb)"
"chr16:72008854-72009156","DHODH","ENSG00000102967","Promoter (<=1kb)"
"chr16:720101-720301","ANTKMT","ENSG00000103254","Promoter (<=1kb)"
"chr16:75225683-75226422",NA,"ENSG00000240338","Promoter (<=1kb)"
"chr16:75565726-75567241","GABARAPL2","ENSG00000034713","Promoter (<=1kb)"
"chr16:759957-760663","MSLN","ENSG00000102854","Promoter (<=1kb)"
"chr16:76763-77057","MPG","ENSG00000103152","Promoter (<=1kb)"
"chr16:77198831-77199457","SYCE1L","ENSG00000205078","Promoter (<=1kb)"
"chr16:78055261-78057038",NA,"ENSG00000261776","Promoter (<=1kb)"
"chr16:78122636-78123385",NA,"ENSG00000276007","Promoter (<=1kb)"
"chr16:79089574-79090774",NA,"ENSG00000260479","Promoter (<=1kb)"
"chr16:84924286-84925718",NA,"ENSG00000279622","Promoter (<=1kb)"
"chr16:87056089-87057085","LINC02181","ENSG00000232190","Promoter (<=1kb)"
"chr16:87945187-87945947",NA,"ENSG00000260443","Promoter (<=1kb)"
"chr16:88452166-88452593","ZFPM1","ENSG00000179588","Promoter (<=1kb)"
"chr16:88939153-88939886",NA,"ENSG00000261226","Promoter (<=1kb)"
"chr16:89052601-89053491",NA,"ENSG00000256982","Promoter (<=1kb)"
"chr16:89167157-89167975","LINC02138","ENSG00000205015","Promoter (<=1kb)"
"chr16:89491353-89491696","SPG7","ENSG00000197912","Promoter (<=1kb)"
"chr16:89917659-89919328",NA,"ENSG00000198211","Promoter (<=1kb)"
"chr16:89949073-89950151","DEF8","ENSG00000140995","Promoter (<=1kb)"
"chr16:9365102-9366533",NA,"ENSG00000260071","Promoter (<=1kb)"
"chr16:9599611-9600428","RNA5SP404","ENSG00000252927","Promoter (<=1kb)"
"chr17:1279780-1281088","TRARG1","ENSG00000184811","Promoter (<=1kb)"
"chr17:15764149-15765021","CDRT15P2","ENSG00000227255","Promoter (<=1kb)"
"chr17:16380897-16381776","UBB","ENSG00000170315","Promoter (<=1kb)"
"chr17:16788892-16791001",NA,"ENSG00000264673","Promoter (<=1kb)"
"chr17:17013664-17014085",NA,"ENSG00000260328","Promoter (<=1kb)"
"chr17:17455047-17455533","TSEN15P1","ENSG00000230865","Promoter (<=1kb)"
"chr17:18950898-18952494","SLC5A10","ENSG00000154025","Promoter (<=1kb)"
"chr17:19061856-19064208","SNORD3B-1","ENSG00000265185","Promoter (<=1kb)"
"chr17:19093666-19094885",NA,"ENSG00000228157","Promoter (<=1kb)"
"chr17:19126950-19128117","GRAPL","ENSG00000189152","Promoter (<=1kb)"
"chr17:19187938-19190339","SNORD3A","ENSG00000263934","Promoter (<=1kb)"
"chr17:19215952-19217106","EPN2","ENSG00000072134","Promoter (<=1kb)"
"chr17:19410027-19411574","RNF112","ENSG00000128482","Promoter (<=1kb)"
"chr17:19418020-19419072","LINC02094","ENSG00000227078","Promoter (<=1kb)"
"chr17:20435445-20436537","NOS2P3","ENSG00000230528","Promoter (<=1kb)"
"chr17:20787183-20788580",NA,"ENSG00000264215","Promoter (<=1kb)"
"chr17:21532699-21533554",NA,"ENSG00000266466","Promoter (<=1kb)"
"chr17:21691319-21692308","KCNJ18","ENSG00000260458","Promoter (<=1kb)"
"chr17:22221121-22221775","FTLP13","ENSG00000263725","Promoter (<=1kb)"
"chr17:2613159-2614016","SAMD11P1","ENSG00000262480","Promoter (<=1kb)"
"chr17:27413356-27414308",NA,"ENSG00000266356","Promoter (<=1kb)"
"chr17:29565907-29569646","TP53I13","ENSG00000167543","Promoter (<=1kb)"
"chr17:29592048-29592248",NA,"ENSG00000264647","Promoter (<=1kb)"
"chr17:30550548-30551301",NA,"ENSG00000263860","Promoter (<=1kb)"
"chr17:31007976-31009583",NA,"ENSG00000264148","Promoter (<=1kb)"
"chr17:31580383-31582909",NA,"ENSG00000266877","Promoter (<=1kb)"
"chr17:32443843-32445441","PSMD11","ENSG00000108671","Promoter (<=1kb)"
"chr17:33679866-33680823",NA,"ENSG00000264643","Promoter (<=1kb)"
"chr17:35148736-35149351","UNC45B","ENSG00000141161","Promoter (<=1kb)"
"chr17:35166549-35167433",NA,"ENSG00000267782","Promoter (<=1kb)"
"chr17:35242000-35242850",NA,"ENSG00000289211","Promoter (<=1kb)"
"chr17:35242865-35243936",NA,"ENSG00000266947","Promoter (<=1kb)"
"chr17:36211607-36212648","CCL4L2","ENSG00000276070","Promoter (<=1kb)"
"chr17:36545651-36546021","GGNBP2","ENSG00000278311","Promoter (<=1kb)"
"chr17:38727741-38728943",NA,"ENSG00000279119","Promoter (<=1kb)"
"chr17:38730349-38731252","CISD3","ENSG00000277972","Promoter (<=1kb)"
"chr17:38869262-38870730","LASP1","ENSG00000002834","Promoter (<=1kb)"
"chr17:39461271-39462527","CDK12","ENSG00000167258","Promoter (<=1kb)"
"chr17:40013748-40014229",NA,"ENSG00000265799","Promoter (<=1kb)"
"chr17:40309942-40310405","RARA","ENSG00000131759","Promoter (<=1kb)"
"chr17:40818254-40819258","KRT10-AS1","ENSG00000167920","Promoter (<=1kb)"
"chr17:43006401-43007565","IFI35","ENSG00000068079","Promoter (<=1kb)"
"chr17:43483011-43484688","DHX8","ENSG00000067596","Promoter (<=1kb)"
"chr17:44070261-44071384","G6PC3","ENSG00000141349","Promoter (<=1kb)"
"chr17:44344724-44346348","GRN","ENSG00000030582","Promoter (<=1kb)"
"chr17:47199856-47200815","MYL4","ENSG00000198336","Promoter (<=1kb)"
"chr17:4730727-4730927","MED11","ENSG00000161920","Promoter (<=1kb)"
"chr17:4832808-4833107","MINK1","ENSG00000141503","Promoter (<=1kb)"
"chr17:48628553-48628884","HOXB-AS4","ENSG00000242207","Promoter (<=1kb)"
"chr17:49494313-49496020","NGFR","ENSG00000064300","Promoter (<=1kb)"
"chr17:50199614-50202003",NA,"ENSG00000249406","Promoter (<=1kb)"
"chr17:50779671-50780581",NA,"ENSG00000285829","Promoter (<=1kb)"
"chr17:50834491-50836274","WFIKKN2","ENSG00000173714","Promoter (<=1kb)"
"chr17:50866883-50867399","TOB1","ENSG00000141232","Promoter (<=1kb)"
"chr17:55272807-55274099",NA,"ENSG00000263096","Promoter (<=1kb)"
"chr17:57684719-57686298","RNU7-134P","ENSG00000238447","Promoter (<=1kb)"
"chr17:58218474-58219954","LPO","ENSG00000167419","Promoter (<=1kb)"
"chr17:59219929-59221467","GDPD1","ENSG00000153982","Promoter (<=1kb)"
"chr17:60021024-60021640",NA,"ENSG00000275860","Promoter (<=1kb)"
"chr17:60676984-60677524","BCAS3","ENSG00000141376","Promoter (<=1kb)"
"chr17:62423343-62424535","METTL2A","ENSG00000087995","Promoter (<=1kb)"
"chr17:63551079-63551279","DCAF7","ENSG00000136485","Promoter (<=1kb)"
"chr17:67244368-67247435","HELZ-AS1","ENSG00000266473","Promoter (<=1kb)"
"chr17:6755202-6757136","XAF1","ENSG00000132530","Promoter (<=1kb)"
"chr17:67825603-67826504","BPTF","ENSG00000171634","Promoter (<=1kb)"
"chr17:68258815-68259653","ARSG","ENSG00000141337","Promoter (<=1kb)"
"chr17:69961181-69962103","LINC01497","ENSG00000237560","Promoter (<=1kb)"
"chr17:731753-733572","TLCD3A","ENSG00000167695","Promoter (<=1kb)"
"chr17:7356048-7356307","TMEM95","ENSG00000182896","Promoter (<=1kb)"
"chr17:74214517-74215708","TTYH2","ENSG00000141540","Promoter (<=1kb)"
"chr17:74368066-74369541","GPR142","ENSG00000257008","Promoter (<=1kb)"
"chr17:74417132-74418243","RNA5SP448","ENSG00000200021","Promoter (<=1kb)"
"chr17:74598768-74600002",NA,"ENSG00000261222","Promoter (<=1kb)"
"chr17:75060397-75061096",NA,"ENSG00000270993","Promoter (<=1kb)"
"chr17:75073575-75074960","TRIM80P","ENSG00000232724","Promoter (<=1kb)"
"chr17:75204747-75206245","NUP85","ENSG00000125450","Promoter (<=1kb)"
"chr17:75405968-75406631","MIR3678","ENSG00000264511","Promoter (<=1kb)"
"chr17:7557869-7559063",NA,"ENSG00000276384","Promoter (<=1kb)"
"chr17:75632735-75634547","SMIM5","ENSG00000204323","Promoter (<=1kb)"
"chr17:7579118-7579737","CD68","ENSG00000129226","Promoter (<=1kb)"
"chr17:76138139-76138646","RNF157-AS1","ENSG00000267128","Promoter (<=1kb)"
"chr17:76376301-76377217","SPHK1","ENSG00000176170","Promoter (<=1kb)"
"chr17:76558349-76558818","SNORD1C","ENSG00000274091","Promoter (<=1kb)"
"chr17:7704844-7706247","EFNB3","ENSG00000108947","Promoter (<=1kb)"
"chr17:77086285-77086966","SNHG20","ENSG00000234912","Promoter (<=1kb)"
"chr17:77548046-77548641",NA,"ENSG00000286534","Promoter (<=1kb)"
"chr17:78253882-78254905","THA1P","ENSG00000267676","Promoter (<=1kb)"
"chr17:78315381-78316651",NA,"ENSG00000267737","Promoter (<=1kb)"
"chr17:8015632-8017632",NA,"ENSG00000279174","Promoter (<=1kb)"
"chr17:81394974-81395552","BAHCC1","ENSG00000266074","Promoter (<=1kb)"
"chr17:81399509-81400993","MIR4740","ENSG00000266392","Promoter (<=1kb)"
"chr17:82038124-82038324","DCXR-DT","ENSG00000264569","Promoter (<=1kb)"
"chr17:83078469-83080605","METRNL","ENSG00000176845","Promoter (<=1kb)"
"chr17:8309775-8311920","ARHGEF15","ENSG00000198844","Promoter (<=1kb)"
"chr17:83104780-83105431",NA,"ENSG00000261888","Promoter (<=1kb)"
"chr17:9020593-9023465","NTN1","ENSG00000065320","Promoter (<=1kb)"
"chr18:10376024-10377341",NA,"ENSG00000266102","Promoter (<=1kb)"
"chr18:10379499-10380140",NA,"ENSG00000286499","Promoter (<=1kb)"
"chr18:11810028-11811502",NA,"ENSG00000267455","Promoter (<=1kb)"
"chr18:12091572-12093338",NA,"ENSG00000267478","Promoter (<=1kb)"
"chr18:12190699-12192421","PMM2P2","ENSG00000267116","Promoter (<=1kb)"
"chr18:12198655-12199418",NA,"ENSG00000279285","Promoter (<=1kb)"
"chr18:12278725-12280252",NA,"ENSG00000289550","Promoter (<=1kb)"
"chr18:12287107-12288660",NA,"ENSG00000267069","Promoter (<=1kb)"
"chr18:12438651-12439151",NA,"ENSG00000267199","Promoter (<=1kb)"
"chr18:12701952-12703535","CEP76","ENSG00000101624","Promoter (<=1kb)"
"chr18:23992218-23993446","TTC39C","ENSG00000168234","Promoter (<=1kb)"
"chr18:24488962-24489425",NA,"ENSG00000264695","Promoter (<=1kb)"
"chr18:26225364-26225602","TAF4B","ENSG00000141384","Promoter (<=1kb)"
"chr18:34573867-34574759",NA,"ENSG00000267585","Promoter (<=1kb)"
"chr18:35143711-35144273",NA,"ENSG00000274400","Promoter (<=1kb)"
"chr18:3593452-3595078","DLGAP1-AS1","ENSG00000177337","Promoter (<=1kb)"
"chr18:41954989-41955682","PIK3C3","ENSG00000078142","Promoter (<=1kb)"
"chr18:46867749-46868732",NA,"ENSG00000289168","Promoter (<=1kb)"
"chr18:46963693-46968393",NA,"ENSG00000288616","Promoter (<=1kb)"
"chr18:49561085-49563736","LIPG","ENSG00000101670","Promoter (<=1kb)"
"chr18:51346030-51346804","LINC01630","ENSG00000227115","Promoter (<=1kb)"
"chr18:58043323-58043813","NEDD4L","ENSG00000049759","Promoter (<=1kb)"
"chr18:58445585-58447085","MIR122HG","ENSG00000267391","Promoter (<=1kb)"
"chr18:58600216-58601303","SNORA108","ENSG00000252284","Promoter (<=1kb)"
"chr18:58807040-58807796","LINC01926","ENSG00000267593","Promoter (<=1kb)"
"chr18:61333292-61334861","CDH20","ENSG00000101542","Promoter (<=1kb)"
"chr18:6256499-6257323","L3MBTL4-AS1","ENSG00000264707","Promoter (<=1kb)"
"chr18:63751969-63753578","SERPINB7","ENSG00000166396","Promoter (<=1kb)"
"chr18:63969910-63971716","SERPINB8","ENSG00000166401","Promoter (<=1kb)"
"chr18:66068789-66069656","PRPF19P1","ENSG00000264685","Promoter (<=1kb)"
"chr18:6874694-6875106",NA,"ENSG00000263797","Promoter (<=1kb)"
"chr18:69469424-69470815",NA,"ENSG00000264845","Promoter (<=1kb)"
"chr18:71027966-71028777",NA,"ENSG00000265639","Promoter (<=1kb)"
"chr18:72868069-72870352","NETO1","ENSG00000166342","Promoter (<=1kb)"
"chr18:75125066-75126380",NA,"ENSG00000285915","Promoter (<=1kb)"
"chr18:75211381-75212328","TSHZ1","ENSG00000179981","Promoter (<=1kb)"
"chr18:7566455-7568860","PTPRM","ENSG00000173482","Promoter (<=1kb)"
"chr18:76686526-76687285","LINC01879","ENSG00000276397","Promoter (<=1kb)"
"chr18:76973483-76974580",NA,"ENSG00000266844","Promoter (<=1kb)"
"chr18:79254307-79255217",NA,"ENSG00000267628","Promoter (<=1kb)"
"chr18:79540063-79540769",NA,"ENSG00000286296","Promoter (<=1kb)"
"chr18:79610386-79611639",NA,"ENSG00000267409","Promoter (<=1kb)"
"chr18:79796534-79798076","KCNG2","ENSG00000178342","Promoter (<=1kb)"
"chr18:8406898-8407555",NA,"ENSG00000263970","Promoter (<=1kb)"
"chr18:8610431-8610668","RAB12","ENSG00000206418","Promoter (<=1kb)"
"chr18:9735244-9735718",NA,"ENSG00000266891","Promoter (<=1kb)"
"chr18:9913222-9913479",NA,"ENSG00000272799","Promoter (<=1kb)"
"chr19:10104981-10106120","PPAN-P2RY11","ENSG00000243207","Promoter (<=1kb)"
"chr19:10290950-10292847","ICAM5","ENSG00000105376","Promoter (<=1kb)"
"chr19:10602275-10602542","SLC44A2","ENSG00000129353","Promoter (<=1kb)"
"chr19:10717371-10718122","DNM2","ENSG00000079805","Promoter (<=1kb)"
"chr19:1103434-1103705","GPX4","ENSG00000167468","Promoter (<=1kb)"
"chr19:11295765-11296617","TSPAN16","ENSG00000130167","Promoter (<=1kb)"
"chr19:1177327-1177700","STK11","ENSG00000118046","Promoter (<=1kb)"
"chr19:11987723-11988877","ZNF433-AS1","ENSG00000219665","Promoter (<=1kb)"
"chr19:1269015-1270523","CIRBP-AS1","ENSG00000267493","Promoter (<=1kb)"
"chr19:12805950-12807259","RNASEH2A","ENSG00000104889","Promoter (<=1kb)"
"chr19:13794523-13795481","ZSWIM4","ENSG00000132003","Promoter (<=1kb)"
"chr19:13795524-13796202","ZSWIM4","ENSG00000132003","Promoter (<=1kb)"
"chr19:15614474-15615781",NA,"ENSG00000266951","Promoter (<=1kb)"
"chr19:15639692-15642599","CYP4F3","ENSG00000186529","Promoter (<=1kb)"
"chr19:16031017-16033089","LINC00905","ENSG00000167459","Promoter (<=1kb)"
"chr19:16037953-16039813",NA,"ENSG00000277766","Promoter (<=1kb)"
"chr19:16111305-16111929","RAB8A","ENSG00000167461","Promoter (<=1kb)"
"chr19:16888519-16890602","F2RL3","ENSG00000127533","Promoter (<=1kb)"
"chr19:17309193-17309951","DDA1","ENSG00000130311","Promoter (<=1kb)"
"chr19:17522816-17523973","NIBAN3","ENSG00000167483","Promoter (<=1kb)"
"chr19:18152370-18152859",NA,"ENSG00000268173","Promoter (<=1kb)"
"chr19:18192745-18193284","MPV17L2","ENSG00000254858","Promoter (<=1kb)"
"chr19:18205113-18205439",NA,"ENSG00000268650","Promoter (<=1kb)"
"chr19:1905823-1906130","SCAMP4","ENSG00000227500","Promoter (<=1kb)"
"chr19:19063482-19064018","SLC25A42","ENSG00000181035","Promoter (<=1kb)"
"chr19:20077731-20078994","ZNF90","ENSG00000213988","Promoter (<=1kb)"
"chr19:21677494-21678490","MTDHP3","ENSG00000268433","Promoter (<=1kb)"
"chr19:23896391-23897643",NA,"ENSG00000287399","Promoter (<=1kb)"
"chr19:2503310-2504412","RNU6-993P","ENSG00000252962","Promoter (<=1kb)"
"chr19:28868927-28869845",NA,"ENSG00000267617","Promoter (<=1kb)"
"chr19:29664822-29666751","PLEKHF1","ENSG00000166289","Promoter (<=1kb)"
"chr19:30228639-30229122",NA,"ENSG00000267223","Promoter (<=1kb)"
"chr19:31100277-31100755",NA,"ENSG00000284430","Promoter (<=1kb)"
"chr19:31348528-31351181","TSHZ3-AS1","ENSG00000267662","Promoter (<=1kb)"
"chr19:31517421-31519607","LINC02841","ENSG00000267407","Promoter (<=1kb)"
"chr19:31596377-31597207",NA,"ENSG00000261400","Promoter (<=1kb)"
"chr19:32345000-32346551","ZNF507","ENSG00000168813","Promoter (<=1kb)"
"chr19:33080705-33081854","GPATCH1","ENSG00000076650","Promoter (<=1kb)"
"chr19:33131782-33132888","WDR88","ENSG00000166359","Promoter (<=1kb)"
"chr19:33176186-33177910",NA,"ENSG00000289378","Promoter (<=1kb)"
"chr19:33177925-33178147",NA,"ENSG00000267054","Promoter (<=1kb)"
"chr19:33206732-33207531",NA,"ENSG00000273420","Promoter (<=1kb)"
"chr19:35039981-35042003","HPN","ENSG00000105707","Promoter (<=1kb)"
"chr19:35105857-35106707","HPN-AS1","ENSG00000227392","Promoter (<=1kb)"
"chr19:35253473-35253888",NA,"ENSG00000271366","Promoter (<=1kb)"
"chr19:35319822-35320844","CD22","ENSG00000012124","Promoter (<=1kb)"
"chr19:35648422-35648889","COX6B1","ENSG00000126267","Promoter (<=1kb)"
"chr19:37007397-37008407","ZNF420","ENSG00000197050","Promoter (<=1kb)"
"chr19:37548200-37549444","ZNF571-AS1","ENSG00000267470","Promoter (<=1kb)"
"chr19:38402899-38403902","FAM98C","ENSG00000130244","Promoter (<=1kb)"
"chr19:38434419-38435243","RYR1","ENSG00000196218","Promoter (<=1kb)"
"chr19:38527549-38529234",NA,"ENSG00000269445","Promoter (<=1kb)"
"chr19:39195758-39196616","NCCRP1","ENSG00000188505","Promoter (<=1kb)"
"chr19:39296527-39297255","IFNL1","ENSG00000182393","Promoter (<=1kb)"
"chr19:39970049-39970804","PSMC4","ENSG00000013275","Promoter (<=1kb)"
"chr19:41548791-41549605","CEACAM21","ENSG00000007129","Promoter (<=1kb)"
"chr19:41600674-41601300","CEACAMP3","ENSG00000239736","Promoter (<=1kb)"
"chr19:42075806-42076675",NA,"ENSG00000289115","Promoter (<=1kb)"
"chr19:42267922-42268591","CIC","ENSG00000079432","Promoter (<=1kb)"
"chr19:42351107-42351877","MIR8077","ENSG00000277533","Promoter (<=1kb)"
"chr19:4353993-4354625",NA,"ENSG00000269807","Promoter (<=1kb)"
"chr19:4471256-4471547",NA,"ENSG00000267011","Promoter (<=1kb)"
"chr19:44844467-44845531","NECTIN2","ENSG00000130202","Promoter (<=1kb)"
"chr19:44941983-44942790","APOC4","ENSG00000267467","Promoter (<=1kb)"
"chr19:45001863-45002169","RELB","ENSG00000104856","Promoter (<=1kb)"
"chr19:45667531-45669793","GIPR","ENSG00000010310","Promoter (<=1kb)"
"chr19:45994758-45995026","CCDC61","ENSG00000104983","Promoter (<=1kb)"
"chr19:47019034-47022046","NPAS1","ENSG00000130751","Promoter (<=1kb)"
"chr19:47256064-47256380",NA,"ENSG00000286669","Promoter (<=1kb)"
"chr19:47256390-47258161",NA,"ENSG00000286669","Promoter (<=1kb)"
"chr19:47663848-47664174",NA,"ENSG00000278999","Promoter (<=1kb)"
"chr19:47858490-47861702","TPRX2P","ENSG00000259009","Promoter (<=1kb)"
"chr19:48695567-48697220","FUT2","ENSG00000176920","Promoter (<=1kb)"
"chr19:48918230-48919375","NUCB1-AS1","ENSG00000235191","Promoter (<=1kb)"
"chr19:48965555-48965826","FTL","ENSG00000087086","Promoter (<=1kb)"
"chr19:49423900-49424280","GFY","ENSG00000261949","Promoter (<=1kb)"
"chr19:49791519-49792132","MIR6799","ENSG00000276270","Promoter (<=1kb)"
"chr19:50187866-50188668","MYH14","ENSG00000105357","Promoter (<=1kb)"
"chr19:50384443-50385102","POLD1","ENSG00000062822","Promoter (<=1kb)"
"chr19:51136840-51137780",NA,"ENSG00000267990","Promoter (<=1kb)"
"chr19:51272266-51272769","LINC01872","ENSG00000268318","Promoter (<=1kb)"
"chr19:52335781-52337108","ZNF610","ENSG00000167554","Promoter (<=1kb)"
"chr19:52369518-52370432","ZNF880","ENSG00000221923","Promoter (<=1kb)"
"chr19:53365085-53366424","ZNF525","ENSG00000203326","Promoter (<=1kb)"
"chr19:53431311-53431771","ZNF761","ENSG00000160336","Promoter (<=1kb)"
"chr19:53520255-53521102","ZNF331","ENSG00000130844","Promoter (<=1kb)"
"chr19:53878879-53880168","PRKCG","ENSG00000126583","Promoter (<=1kb)"
"chr19:53991033-53992137","CACNG6","ENSG00000130433","Promoter (<=1kb)"
"chr19:54200178-54201729","RPS9","ENSG00000170889","Promoter (<=1kb)"
"chr19:544937-545426","GZMM","ENSG00000197540","Promoter (<=1kb)"
"chr19:54593232-54594957","LILRA1","ENSG00000104974","Promoter (<=1kb)"
"chr19:54605966-54608506",NA,"ENSG00000238094","Promoter (<=1kb)"
"chr19:54616679-54617677","LILRB1","ENSG00000104972","Promoter (<=1kb)"
"chr19:54973605-54974337",NA,"ENSG00000243494","Promoter (<=1kb)"
"chr19:55385704-55386004","RPL28","ENSG00000108107","Promoter (<=1kb)"
"chr19:55633899-55634370","ZNF580","ENSG00000213015","Promoter (<=1kb)"
"chr19:55653641-55654699","U2AF2","ENSG00000063244","Promoter (<=1kb)"
"chr19:55654722-55655734","U2AF2","ENSG00000063244","Promoter (<=1kb)"
"chr19:56066219-56067105","LINC01864","ENSG00000267522","Promoter (<=1kb)"
"chr19:56175244-56176009","GALP","ENSG00000197487","Promoter (<=1kb)"
