"Cluster","EdgeBetweenness","interaction","modality","name","Peak_chr","Peak_end","Peak_start","regulator_id","selected","shared interaction","shared name","site","source","strand","Target_gene_id","target_id","TF_id","tissue","Weight"
,"10672.523809524468","binds","","ESRRA (binds) PAN2","chr12","56262194","56261880","","false","binds","ESRRA (binds) PAN2","","MAGICAL","-","ENSG00000135473.16","","ENSG00000173153.17","",
,"7485.666666665826","binds","","ESRRA (binds) HABP2","chr10","113650920","113650333","","false","binds","ESRRA (binds) HABP2","","MAGICAL","+","ENSG00000148702.15","","ENSG00000173153.17","",
,"11193.833333333054","binds","","ESRRA (binds) PHKG2","chr16","30797534","30796814","","false","binds","ESRRA (binds) PHKG2","","MAGICAL","+","ENSG00000156873.16","","ENSG00000173153.17","",
,"8946.428571427656","binds","","ESRRA (binds) BCL2L1","chr20","31699906","31698731","","false","binds","ESRRA (binds) BCL2L1","","MAGICAL","-","ENSG00000171552.14","","ENSG00000173153.17","",
,"63788.14335664282","binds","","ESRRA (binds) MITF","chr3","69785391","69784616","","false","binds","ESRRA (binds) MITF","","MAGICAL","+","ENSG00000187098.18","","ENSG00000173153.17","",
,"12280.559386974666","binds","","ESRRA (binds) ATP5F1C","chr10","7797779","7797126","","false","binds","ESRRA (binds) ATP5F1C","","MAGICAL","+","ENSG00000165629.20","","ENSG00000173153.17","",
,"8628.28571428539","binds","","ESRRA (binds) HIVEP3","chr1","41958381","41957294","","false","binds","ESRRA (binds) HIVEP3","","MAGICAL","-","ENSG00000127124.16","","ENSG00000173153.17","",
,"6125.0","binds","","MAFA (binds) RIDA","chr8","98165562","98164577","","false","binds","MAFA (binds) RIDA","","MAGICAL","-","ENSG00000132541.11","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) LAD1","chr1","201380228","201379757","","false","binds","MAFA (binds) LAD1","","MAGICAL","-","ENSG00000159166.15","","ENSG00000182759.4","",
,"6406.25","binds","","MAFA (binds) CTSD","chr11","1761171","1760238","","false","binds","MAFA (binds) CTSD","","MAGICAL","-","ENSG00000117984.15","","ENSG00000182759.4","",
,"7842.071428571015","binds","","MAFA (binds) ERBB2","chr17","39661503","39661009","","false","binds","MAFA (binds) ERBB2","","MAGICAL","+","ENSG00000141736.14","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) PDK4","chr7","95582912","95581884","","false","binds","MAFA (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000182759.4","",
,"3115412.8885006","binds","","MAFA (binds) MAFF","chr22","38180612","38179811","","false","binds","MAFA (binds) MAFF","","MAGICAL","+","ENSG00000185022.12","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) HHATL-AS1","chr3","42683367","42682783","","false","binds","MAFA (binds) HHATL-AS1","","MAGICAL","+","ENSG00000230970.4","","ENSG00000182759.4","",
,"8196.480217086993","binds","","MAFA (binds) IL31RA","chr5","55851883","55851212","","false","binds","MAFA (binds) IL31RA","","MAGICAL","+","ENSG00000164509.16","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) CDKN1A","chr6","36682661","36682286","","false","binds","MAFA (binds) CDKN1A","","MAGICAL","+","ENSG00000124762.14","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) ZC3H12A","chr1","37477787","37476413","","false","binds","MAFA (binds) ZC3H12A","","MAGICAL","+","ENSG00000163874.11","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) METTL7B","chr12","55682579","55680872","","false","binds","MAFA (binds) METTL7B","","MAGICAL","+","ENSG00000170439.8","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) CCN1","chr1","85522029","85521046","","false","binds","MAFA (binds) CCN1","","MAGICAL","+","ENSG00000142871.18","","ENSG00000182759.4","",
,"6312.500000000341","binds","","MAFA (binds) KLHL40","chr3","42683367","42682783","","false","binds","MAFA (binds) KLHL40","","MAGICAL","+","ENSG00000157119.12","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) ATP6V1FNB","chr7","128860392","128859670","","false","binds","MAFA (binds) ATP6V1FNB","","MAGICAL","+","ENSG00000272899.4","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) FNIP2","chr4","158823915","158823395","","false","binds","MAFA (binds) FNIP2","","MAGICAL","+","ENSG00000052795.13","","ENSG00000182759.4","",
,"6935.75","binds","","MAFA (binds) HOGA1","chr10","97575572","97575070","","false","binds","MAFA (binds) HOGA1","","MAGICAL","+","ENSG00000241935.9","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) IL1R1","chr2","102095301","102094827","","false","binds","MAFA (binds) IL1R1","","MAGICAL","+","ENSG00000115594.12","","ENSG00000182759.4","",
,"6237.500000000409","binds","","MAFA (binds) HABP2","chr10","113586746","113585489","","false","binds","MAFA (binds) HABP2","","MAGICAL","+","ENSG00000148702.15","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) FLNC-AS1","chr7","128860392","128859670","","false","binds","MAFA (binds) FLNC-AS1","","MAGICAL","-","ENSG00000242902.1","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) KCP","chr7","128860392","128859670","","false","binds","MAFA (binds) KCP","","MAGICAL","-","ENSG00000135253.16","","ENSG00000182759.4","",
,"19926.619047619526","binds","","MAFA (binds) RPRML","chr17","47074208","47073528","","false","binds","MAFA (binds) RPRML","","MAGICAL","-","ENSG00000179673.5","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) ZNF142","chr2","218644279","218641942","","false","binds","MAFA (binds) ZNF142","","MAGICAL","-","ENSG00000115568.16","","ENSG00000182759.4","",
,"6285.714285713993","binds","","MAFA (binds) NRAP","chr10","113586746","113585489","","false","binds","MAFA (binds) NRAP","","MAGICAL","-","ENSG00000197893.14","","ENSG00000182759.4","",
,"6285.714285713993","binds","","MAFA (binds) HHATL","chr3","42683367","42682783","","false","binds","MAFA (binds) HHATL","","MAGICAL","-","ENSG00000010282.15","","ENSG00000182759.4","",
,"9721.3238744593","binds","","MAFA (binds) ZBTB47","chr3","42683367","42682783","","false","binds","MAFA (binds) ZBTB47","","MAGICAL","+","ENSG00000114853.15","","ENSG00000182759.4","",
,"8608.524125874519","binds","","MAFA (binds) ITGA7","chr12","55682579","55680872","","false","binds","MAFA (binds) ITGA7","","MAGICAL","-","ENSG00000135424.19","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) ARPP19","chr15","52482237","52481402","","false","binds","MAFA (binds) ARPP19","","MAGICAL","-","ENSG00000128989.11","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) MAT2A","chr2","85505399","85504466","","false","binds","MAFA (binds) MAT2A","","MAGICAL","+","ENSG00000168906.13","","ENSG00000182759.4","",
,"6406.25","binds","","MAFA (binds) PLEKHM1","chr17","45488143","45487546","","false","binds","MAFA (binds) PLEKHM1","","MAGICAL","-","ENSG00000225190.11","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) BCS1L","chr2","218644279","218641942","","false","binds","MAFA (binds) BCS1L","","MAGICAL","+","ENSG00000074582.15","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) ATP6V1F","chr7","128860392","128859670","","false","binds","MAFA (binds) ATP6V1F","","MAGICAL","+","ENSG00000128524.5","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) FLNC","chr7","128860392","128859670","","false","binds","MAFA (binds) FLNC","","MAGICAL","+","ENSG00000128591.16","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) SLC25A51","chr9","37954638","37953523","","false","binds","MAFA (binds) SLC25A51","","MAGICAL","-","ENSG00000122696.14","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) CCDC136","chr7","128860392","128859670","","false","binds","MAFA (binds) CCDC136","","MAGICAL","+","ENSG00000128596.17","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) BCL2L1","chr20","31699906","31698731","","false","binds","MAFA (binds) BCL2L1","","MAGICAL","-","ENSG00000171552.14","","ENSG00000182759.4","",
,"35263.100000002305","binds","","MAFA (binds) MAN1A2","chr1","117346875","117345962","","false","binds","MAFA (binds) MAN1A2","","MAGICAL","+","ENSG00000198162.12","","ENSG00000182759.4","",
,"7250.444444445109","binds","","MAFA (binds) HM13","chr20","31522749","31521865","","false","binds","MAFA (binds) HM13","","MAGICAL","+","ENSG00000101294.18","","ENSG00000182759.4","",
,"6125.0","binds","","MAFA (binds) SSH1","chr12","108839696","108838183","","false","binds","MAFA (binds) SSH1","","MAGICAL","-","ENSG00000084112.15","","ENSG00000182759.4","",
,"22280.186507935057","binds","","MAFA (binds) LINC00707","chr10","6838830","6837872","","false","binds","MAFA (binds) LINC00707","","MAGICAL","+","ENSG00000238266.2","","ENSG00000182759.4","",
,"8874.755138977936","binds","","MAFA (binds) LRRN2","chr1","204723805","204722565","","false","binds","MAFA (binds) LRRN2","","MAGICAL","-","ENSG00000170382.12","","ENSG00000182759.4","",
,"6825.9809523803615","binds","","MAFA (binds) NEB","chr2","151670172","151669796","","false","binds","MAFA (binds) NEB","","MAGICAL","-","ENSG00000183091.21","","ENSG00000182759.4","",
"13","177084.99383394633","regulates","RE","SP3 (regulates) GTF2IRD1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) GTF2IRD1","S73s","SCION","","","ENSG00000006704.11","","muscle","0.135309977804397"
"13","6229.0","regulates","RE","SP3 (regulates) LDAF1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) LDAF1","S73s","SCION","","","ENSG00000011638.11","","muscle","0.186973974459193"
"13","11639.400000000529","regulates","RE","SP3 (regulates) SEMA3F","",,,"Q02447_S73s","false","regulates","SP3 (regulates) SEMA3F","S73s","SCION","","","ENSG00000001617.12","","muscle","0.136160452301437"
"13","6931.5555555564","regulates","RE","SP3 (regulates) BICRA","",,,"Q02447_S73s","false","regulates","SP3 (regulates) BICRA","S73s","SCION","","","ENSG00000063169.12","","muscle","0.416041173691159"
"13","134853.6660714348","regulates","RE","SP3 (regulates) TGFBR3","",,,"Q02447_S73s","false","regulates","SP3 (regulates) TGFBR3","S73s","SCION","","","ENSG00000069702.11","","muscle","0.10259522015134"
"13","284240.8738095193","regulates","RE","SP3 (regulates) PPP2R5C","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PPP2R5C","S73s","SCION","","","ENSG00000078304.19","","muscle","0.105051457934793"
"13","278396.51785713347","regulates","RE","SP3 (regulates) UBE2D1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) UBE2D1","S73s","SCION","","","ENSG00000072401.15","","muscle","0.107986992668816"
"13","174551.62986874793","regulates","RE","SP3 (regulates) NT5C2","",,,"Q02447_S73s","false","regulates","SP3 (regulates) NT5C2","S73s","SCION","","","ENSG00000076685.19","","muscle","0.114516360093235"
"13","126238.36432147605","regulates","RE","SP3 (regulates) RFFL","",,,"Q02447_S73s","false","regulates","SP3 (regulates) RFFL","S73s","SCION","","","ENSG00000092871.17","","muscle","0.21838268977415"
"13","6831.099999999706","regulates","RE","SP3 (regulates) TFIP11","",,,"Q02447_S73s","false","regulates","SP3 (regulates) TFIP11","S73s","SCION","","","ENSG00000100109.17","","muscle","0.108981591696386"
"13","276006.43905758375","regulates","RE","SP3 (regulates) PDLIM1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PDLIM1","S73s","SCION","","","ENSG00000107438.9","","muscle","0.280484927980323"
"13","9975.035714286636","regulates","RE","SP3 (regulates) SLC7A6","",,,"Q02447_S73s","false","regulates","SP3 (regulates) SLC7A6","S73s","SCION","","","ENSG00000103064.15","","muscle","0.124242362027737"
"13","14693.84999999931","regulates","RE","SP3 (regulates) ERBIN","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ERBIN","S73s","SCION","","","ENSG00000112851.15","","muscle","0.104844200375491"
"13","7181.666666666804","regulates","RE","SP3 (regulates) AKAP1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) AKAP1","S73s","SCION","","","ENSG00000121057.13","","muscle","0.125146595557686"
"13","22117.833333333965","regulates","RE","SP3 (regulates) RNF19B","",,,"Q02447_S73s","false","regulates","SP3 (regulates) RNF19B","S73s","SCION","","","ENSG00000116514.17","","muscle","0.12157485380724"
"13","137001.20912667262","regulates","RE","SP3 (regulates) FAM124B","",,,"Q02447_S73s","false","regulates","SP3 (regulates) FAM124B","S73s","SCION","","","ENSG00000124019.10","","muscle","0.130391128725906"
"13","277296.99761903763","regulates","RE","SP3 (regulates) BICC1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) BICC1","S73s","SCION","","","ENSG00000122870.12","","muscle","0.115887622692981"
"13","6992.333333332843","regulates","RE","SP3 (regulates) ANP32B","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ANP32B","S73s","SCION","","","ENSG00000136938.9","","muscle","0.171497933352814"
"13","6992.333333332843","regulates","RE","SP3 (regulates) PNPLA7","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PNPLA7","S73s","SCION","","","ENSG00000130653.16","","muscle","0.104058647966681"
"13","7853.733333333555","regulates","RE","SP3 (regulates) CNOT6L","",,,"Q02447_S73s","false","regulates","SP3 (regulates) CNOT6L","S73s","SCION","","","ENSG00000138767.14","","muscle","0.182299754462614"
,"2258477.5747948918","binds","","NFYC (binds) MAFF","chr22","38168655","38167406","","false","binds","NFYC (binds) MAFF","","MAGICAL","+","ENSG00000185022.12","","ENSG00000066136.21","",
"13","271050.27341270936","regulates","RE","SP3 (regulates) UNC45B","",,,"Q02447_S73s","false","regulates","SP3 (regulates) UNC45B","S73s","SCION","","","ENSG00000141161.12","","muscle","0.125752952889217"
"13","16202.518813132601","regulates","RE","SP3 (regulates) PTGR2","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PTGR2","S73s","SCION","","","ENSG00000140043.12","","muscle","0.10334355271824"
,"12312.0","binds","","NFYC (binds) MED26","chr19","16608564","16607787","","false","binds","NFYC (binds) MED26","","MAGICAL","-","ENSG00000105085.11","","ENSG00000066136.21","",
"13","134301.0754841781","regulates","RE","SP3 (regulates) ZCCHC14","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ZCCHC14","S73s","SCION","","","ENSG00000140948.13","","muscle","0.259787553428438"
,"4894.0","binds","","NFYC (binds) ABRA","chr8","106763882","106762527","","false","binds","NFYC (binds) ABRA","","MAGICAL","-","ENSG00000174429.4","","ENSG00000066136.21","",
"13","131130.55028639242","regulates","RE","SP3 (regulates) GAREM2","",,,"Q02447_S73s","false","regulates","SP3 (regulates) GAREM2","S73s","SCION","","","ENSG00000157833.13","","muscle","0.128795106686612"
,"4894.0","binds","","NFYC (binds) PDK4","chr7","95593003","95592803","","false","binds","NFYC (binds) PDK4","","MAGICAL","-","ENSG00000004799.8","","ENSG00000066136.21","",
"13","137957.97657563275","regulates","RE","SP3 (regulates) CPSF7","",,,"Q02447_S73s","false","regulates","SP3 (regulates) CPSF7","S73s","SCION","","","ENSG00000149532.16","","muscle","0.210204975806597"
"13","168688.69511600173","regulates","RE","SP3 (regulates) ANK3","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ANK3","S73s","SCION","","","ENSG00000151150.22","","muscle","0.133927549396165"
"13","12688.703921568464","regulates","RE","SP3 (regulates) ABLIM2","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ABLIM2","S73s","SCION","","","ENSG00000163995.21","","muscle","0.100703368843425"
,"11071.012987013624","binds","","NFYC (binds) PNP","chr14","20430797","20429711","","false","binds","NFYC (binds) PNP","","MAGICAL","+","ENSG00000198805.12","","ENSG00000066136.21","",
"13","16057.533333333571","regulates","RE","SP3 (regulates) HMGB2","",,,"Q02447_S73s","false","regulates","SP3 (regulates) HMGB2","S73s","SCION","","","ENSG00000164104.12","","muscle","0.183027299993193"
"13","16232.249999999307","regulates","RE","SP3 (regulates) LSS","",,,"Q02447_S73s","false","regulates","SP3 (regulates) LSS","S73s","SCION","","","ENSG00000160285.15","","muscle","0.108437695796485"
,"4894.0","binds","","NFYC (binds) METTL7A","chr12","50934896","50933441","","false","binds","NFYC (binds) METTL7A","","MAGICAL","+","ENSG00000185432.12","","ENSG00000066136.21","",
"13","12761.930952380995","regulates","RE","SP3 (regulates) PPM1K","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PPM1K","S73s","SCION","","","ENSG00000163644.15","","muscle","0.133390417806544"
,"3682.0","binds","","NFYC (binds) ENAH","chr1","225737025","225735348","","false","binds","NFYC (binds) ENAH","","MAGICAL","-","ENSG00000154380.18","","ENSG00000066136.21","",
"13","81731.58041388502","regulates","RE","SP3 (regulates) PLA2G4F","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PLA2G4F","S73s","SCION","","","ENSG00000168907.13","","muscle","0.13184836346966"
"13","171360.51113330928","regulates","RE","SP3 (regulates) ZFYVE1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ZFYVE1","S73s","SCION","","","ENSG00000165861.14","","muscle","0.103770768452517"
"13","169620.46178266118","regulates","RE","SP3 (regulates) WDR81","",,,"Q02447_S73s","false","regulates","SP3 (regulates) WDR81","S73s","SCION","","","ENSG00000167716.19","","muscle","0.149884664380559"
,"4894.0","binds","","NFYC (binds) EIF2AK3","chr2","88600465","88599579","","false","binds","NFYC (binds) EIF2AK3","","MAGICAL","-","ENSG00000172071.15","","ENSG00000066136.21","",
"13","274078.7833333305","regulates","RE","SP3 (regulates) HECTD4","",,,"Q02447_S73s","false","regulates","SP3 (regulates) HECTD4","S73s","SCION","","","ENSG00000173064.14","","muscle","0.109558224428088"
,"4894.0","binds","","NFYC (binds) FABP3","chr1","31364764","31363445","","false","binds","NFYC (binds) FABP3","","MAGICAL","-","ENSG00000121769.8","","ENSG00000066136.21","",
"13","16849.299999999763","regulates","RE","SP3 (regulates) ATP2A2","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ATP2A2","S73s","SCION","","","ENSG00000174437.18","","muscle","0.169435996480491"
"13","274987.09285713494","regulates","RE","SP3 (regulates) NPTX1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) NPTX1","S73s","SCION","","","ENSG00000171246.6","","muscle","0.114253920838814"
"13","11745.75000000013","regulates","RE","SP3 (regulates) ARL17A","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ARL17A","S73s","SCION","","","ENSG00000185829.18","","muscle","0.239474623559806"
,"3.752369505253698E7","binds","","NFYC (binds) SPEN","chr1","15801280","15799038","","false","binds","NFYC (binds) SPEN","","MAGICAL","+","ENSG00000065526.12","","ENSG00000066136.21","",
"13","176713.07716727813","regulates","RE","SP3 (regulates) JRKL","",,,"Q02447_S73s","false","regulates","SP3 (regulates) JRKL","S73s","SCION","","","ENSG00000183340.7","","muscle","0.22692388304653"
,"4894.0","binds","","NFYC (binds) C1QTNF9","chr13","24319006","24317737","","false","binds","NFYC (binds) C1QTNF9","","MAGICAL","+","ENSG00000240654.6","","ENSG00000066136.21","",
"13","172744.9951159949","regulates","RE","SP3 (regulates) ZXDB","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ZXDB","S73s","SCION","","","ENSG00000198455.5","","muscle","0.11631326235239"
"13","284417.17380952707","regulates","RE","SP3 (regulates) DDX42","",,,"Q02447_S73s","false","regulates","SP3 (regulates) DDX42","S73s","SCION","","","ENSG00000198231.14","","muscle","0.155517504258372"
"13","279714.35079365893","regulates","RE","SP3 (regulates) PCDHGC5","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PCDHGC5","S73s","SCION","","","ENSG00000240764.4","","muscle","0.135304942660672"
"13","16993.116666667647","regulates","RE","SP3 (regulates) ZSWIM8","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ZSWIM8","S73s","SCION","","","ENSG00000214655.11","","muscle","0.21855570630065"
"12","886145.9785713605","regulates","RE","TBX15 (regulates) MCUR1","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) MCUR1","S546s","SCION","","","ENSG00000050393.12","","muscle","0.118824576973725"
"12","7841.666666666359","regulates","RE","TBX15 (regulates) SDF4","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) SDF4","S546s","SCION","","","ENSG00000078808.19","","muscle","0.111352446194106"
"13","278418.23690476845","regulates","RE","SP3 (regulates) ENSG00000285336.1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ENSG00000285336.1","S73s","SCION","","","ENSG00000285336.1","","muscle","0.135047259784143"
"13","180152.63592795836","regulates","RE","SP3 (regulates) GABPB1-IT1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) GABPB1-IT1","S73s","SCION","","","ENSG00000285410.1","","muscle","0.138198569982646"
"13","272570.1892857125","regulates","RE","SP3 (regulates) LRRC37A7P","",,,"Q02447_S73s","false","regulates","SP3 (regulates) LRRC37A7P","S73s","SCION","","","ENSG00000265158.2","","muscle","0.153680770071493"
"13","171518.00067155267","regulates","RE","SP3 (regulates) ENSG00000267364.3","",,,"Q02447_S73s","false","regulates","SP3 (regulates) ENSG00000267364.3","S73s","SCION","","","ENSG00000267364.3","","muscle","0.161014074545833"
"13","13243.346153845327","regulates","RE","SP3 (regulates) PRRC2B","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PRRC2B","S73s","SCION","","","ENSG00000288701.1","","muscle","0.114375659226549"
"12","901272.666666609","regulates","RE","TBX15 (regulates) DESI1","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) DESI1","S546s","SCION","","","ENSG00000100418.8","","muscle","0.145609693713999"
"12","14566.81904761903","regulates","RE","TBX15 (regulates) CMC2","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) CMC2","S546s","SCION","","","ENSG00000103121.9","","muscle","0.107688151631856"
"8","167900.58024753156","regulates","EE","SP3 (regulates) HDAC10","",,,"Q02447_S73s","false","regulates","SP3 (regulates) HDAC10","S73s","SCION","","","ENSG00000100429.18","","muscle","0.156522622059724"
"12","14566.81904761903","regulates","RE","TBX15 (regulates) PITPNM1","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) PITPNM1","S546s","SCION","","","ENSG00000110697.13","","muscle","0.108647435212149"
"3","6403.0","regulates","RE","CC2D1A (regulates) HOXA9","",,,"Q6P1N0_T120t","false","regulates","CC2D1A (regulates) HOXA9","T120t","SCION","","","ENSG00000078399.19","","muscle","0.111558315152886"
"12","884498.8333334089","regulates","RE","TBX15 (regulates) GPN3","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) GPN3","S546s","SCION","","","ENSG00000111231.9","","muscle","0.159788120066926"
"8","19073.930952381015","regulates","EE","SP3 (regulates) PRUNE2","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PRUNE2","S73s","SCION","","","ENSG00000106772.19","","muscle","0.143825214872687"
"3","6403.0","regulates","RE","CC2D1A (regulates) RBFOX2","",,,"Q6P1N0_T120t","false","regulates","CC2D1A (regulates) RBFOX2","T120t","SCION","","","ENSG00000100320.23","","muscle","0.117613505025466"
"12","957155.9309182118","regulates","RE","TBX15 (regulates) COPA","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) COPA","S546s","SCION","","","ENSG00000122218.16","","muscle","0.149642463905477"
"8","13273.3545454549","regulates","EE","SP3 (regulates) SLC44A2","",,,"Q02447_S73s","false","regulates","SP3 (regulates) SLC44A2","S73s","SCION","","","ENSG00000129353.15","","muscle","0.150662338225278"
"12","897378.114285787","regulates","RE","TBX15 (regulates) EXOSC2","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) EXOSC2","S546s","SCION","","","ENSG00000130713.17","","muscle","0.176608049326622"
"8","75653.53571428059","regulates","EE","SP3 (regulates) PCYOX1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PCYOX1","S73s","SCION","","","ENSG00000116005.12","","muscle","0.113341484930043"
"12","14566.81904761903","regulates","RE","TBX15 (regulates) APTX","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) APTX","S546s","SCION","","","ENSG00000137074.20","","muscle","0.106073560915072"
"12","76471.83519813334","regulates","RE","TBX15 (regulates) SLC14A1","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) SLC14A1","S546s","SCION","","","ENSG00000141469.18","","muscle","0.156478529494312"
"12","982323.2493001124","regulates","RE","TBX15 (regulates) DCDC2","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) DCDC2","S546s","SCION","","","ENSG00000146038.12","","muscle","0.116731337297187"
"8","6229.0","regulates","EE","SP3 (regulates) LAD1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) LAD1","S73s","SCION","","","ENSG00000159166.15","","muscle","0.104735174971864"
"12","953232.9142855946","regulates","RE","TBX15 (regulates) MIEN1","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) MIEN1","S546s","SCION","","","ENSG00000141741.12","","muscle","0.148127260191932"
"12","370478.44068628945","regulates","RE","TBX15 (regulates) VLDLR","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) VLDLR","S546s","SCION","","","ENSG00000147852.17","","muscle","0.358854777023435"
"12","893807.7435065141","regulates","RE","TBX15 (regulates) DDAH1","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) DDAH1","S546s","SCION","","","ENSG00000153904.21","","muscle","0.216691208481285"
"12","12058.592592593215","regulates","RE","TBX15 (regulates) PDLIM5","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) PDLIM5","S546s","SCION","","","ENSG00000163110.15","","muscle","0.140895361858261"
"12","14566.81904761903","regulates","RE","TBX15 (regulates) SELENON","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) SELENON","S546s","SCION","","","ENSG00000162430.18","","muscle","0.163312206807214"
"12","895412.6666666077","regulates","RE","TBX15 (regulates) CHCHD4","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) CHCHD4","S546s","SCION","","","ENSG00000163528.13","","muscle","0.115793164712199"
"3","4249.5","regulates","RE","CC2D1A (regulates) FAXDC2","",,,"Q6P1N0_T120t","false","regulates","CC2D1A (regulates) FAXDC2","T120t","SCION","","","ENSG00000170271.11","","muscle","0.162923885345159"
"8","123334.36015480466","regulates","EE","SP3 (regulates) USP54","",,,"Q02447_S73s","false","regulates","SP3 (regulates) USP54","S73s","SCION","","","ENSG00000166348.20","","muscle","0.122016350587354"
"12","982323.2493001124","regulates","RE","TBX15 (regulates) STT3B","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) STT3B","S546s","SCION","","","ENSG00000163527.10","","muscle","0.112457709504287"
"8","9214.835897436735","regulates","EE","SP3 (regulates) FAXDC2","",,,"Q02447_S73s","false","regulates","SP3 (regulates) FAXDC2","S73s","SCION","","","ENSG00000170271.11","","muscle","0.136722370625997"
"8","351662.61484632536","regulates","EE","SP3 (regulates) PLAG1","",,,"Q02447_S73s","false","regulates","SP3 (regulates) PLAG1","S73s","SCION","","","ENSG00000181690.8","","muscle","0.108708630991408"
"12","146839.36060605934","regulates","RE","TBX15 (regulates) NRROS","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) NRROS","S546s","SCION","","","ENSG00000174004.6","","muscle","0.115469239890532"
"8","10810.079545453606","regulates","EE","SP3 (regulates) LINC00265","",,,"Q02447_S73s","false","regulates","SP3 (regulates) LINC00265","S73s","SCION","","","ENSG00000188185.13","","muscle","0.129794477266492"
"8","176165.5525640961","regulates","EE","SP3 (regulates) RBMS3-AS3","",,,"Q02447_S73s","false","regulates","SP3 (regulates) RBMS3-AS3","S73s","SCION","","","ENSG00000235904.3","","muscle","0.115986370737404"
"12","845657.1926729358","regulates","RE","TBX15 (regulates) ADAMTSL5","",,,"Q96SF7_S546s","false","regulates","TBX15 (regulates) ADAMTSL5","S546s","SCION","","","ENSG00000185761.11","","muscle","0.184629195305434"
